Time(ms),HallSensor,PhotoSensor
2775,1,0
2785,1,1
2795,1,1
2805,1,1
2816,1,0
2827,0,0
2837,0,0
2847,0,0
2857,0,1
2868,0,1
2878,0,1
2889,0,0
2899,0,0
2910,0,0
2920,0,1
2930,0,1
2940,0,1
2952,0,0
2962,0,0
2972,0,0
2982,0,1
2993,0,1
3003,0,1
3014,0,0
3024,0,0
3035,1,0
3045,1,1
3055,1,1
3065,1,1
3077,1,1
3087,1,0
3097,1,0
3107,1,0
3118,1,1
3128,1,1
3139,1,1
3149,1,0
3160,1,0
3170,1,0
3180,1,1
3190,1,1
3202,1,1
3212,1,0
3222,0,0
3232,0,0
3243,0,1
3253,0,1
3264,0,1
3274,0,1
3284,0,0
3295,0,0
3305,0,0
3315,0,1
3326,0,1
3337,0,1
3347,0,0
3357,0,0
3367,0,0
3378,0,1
3389,0,1
3399,0,1
3409,0,0
3420,0,0
3430,1,0
3440,1,1
3451,1,1
3462,1,1
3472,1,1
3482,1,0
3492,1,0
3503,1,0
3514,1,1
3524,1,1
3534,1,1
3545,1,0
3555,1,0
3565,1,0
3576,1,1
3587,1,1
3597,1,1
3607,1,0
3617,0,0
3628,0,0
3639,0,1
3649,0,1
3659,0,1
3670,0,1
3680,0,0
3690,0,0
3701,0,0
3712,0,1
3722,0,1
3732,0,1
3742,0,0
3752,0,0
3764,0,0
3774,0,1
3784,0,1
3794,0,1
3805,0,0
3815,0,0
3826,1,0
3836,1,1
3847,1,1
3857,1,1
3867,1,1
3877,1,0
3889,1,0
3899,1,0
3909,1,1
3919,1,1
3930,1,1
3940,1,0
3951,1,0
3961,1,0
3972,1,1
3982,1,1
3992,1,1
4002,1,0
4014,1,0
4024,0,0
4034,0,0
4044,0,1
4055,0,1
4065,0,1
4076,0,0
4086,0,0
4097,0,0
4107,0,1
4117,0,1
4127,0,1
4139,0,0
4149,0,0
4159,0,0
4169,0,1
4179,0,1
4190,0,1
4201,0,1
4211,0,0
4221,1,0
4232,1,0
4242,1,1
4252,1,1
4263,1,1
4274,1,0
4284,1,0
4294,1,0
4304,1,1
4315,1,1
4326,1,1
4336,1,0
4346,1,0
4357,1,0
4367,1,0
4377,1,1
4388,1,1
4399,1,1
4409,1,0
4419,1,0
4429,0,0
4440,0,1
4451,0,1
4461,0,1
4471,0,0
4482,0,0
4492,0,0
4502,0,1
4513,0,1
4524,0,1
4534,0,1
4544,0,0
4554,0,0
4564,0,0
4576,0,1
4586,0,1
4596,0,1
4606,0,0
4617,0,0
4627,1,0
4638,1,1
4648,1,1
4659,1,1
4669,1,0
4679,1,0
4689,1,0
4701,1,0
4711,1,1
4721,1,1
4731,1,1
4742,1,0
4752,1,0
4763,1,0
4773,1,1
4784,1,1
4794,1,1
4804,1,0
4814,0,0
4826,0,0
4836,0,1
4846,0,1
4856,0,1
4867,0,1
4877,0,0
4888,0,0
4898,0,0
4909,0,1
4919,0,1
4929,0,1
4939,0,0
4951,0,0
4961,0,0
4971,0,1
4981,0,1
4992,0,1
5002,0,1
5013,0,0
5023,0,0
5033,1,0
5044,1,1
5054,1,1
5064,1,1
5075,1,0
5086,1,0
5096,1,0
5106,1,1
5116,1,1
5127,1,1
5138,1,0
5148,1,0
5158,1,0
5169,1,0
5179,1,1
5189,1,1
5200,1,1
5211,1,0
5221,1,0
5231,0,0
5241,0,1
5252,0,1
5263,0,1
5273,0,0
5283,0,0
5294,0,0
5304,0,0
5314,0,1
5325,0,1
5336,0,1
5346,0,0
5356,0,0
5366,0,0
5377,0,1
5388,0,1
5398,0,1
5408,0,0
5419,0,0
5429,1,0
5439,1,0
5450,1,1
5460,1,1
5471,1,1
5481,1,0
5491,1,0
5501,1,0
5513,1,1
5523,1,1
5533,1,1
5543,1,0
5554,1,0
5564,1,0
5575,1,0
5585,1,1
5596,1,1
5606,1,1
5616,1,0
5626,1,0
5638,0,0
5648,0,1
5658,0,1
5668,0,1
5679,0,0
5689,0,0
5700,0,0
5710,0,0
5721,0,1
5731,0,1
5741,0,1
5751,0,0
5763,0,0
5773,0,0
5783,0,1
5793,0,1
5804,0,1
5814,0,0
5825,0,0
5835,1,0
5846,1,0
5856,1,1
5866,1,1
5876,1,1
5888,1,0
5898,1,0
5908,1,0
5918,1,1
5928,1,1
5939,1,1
5950,1,0
5960,1,0
5970,1,0
5981,1,0
5991,1,1
6001,1,1
6012,1,1
6023,1,0
6033,1,0
6043,0,0
6053,0,1
6064,0,1
6075,0,1
6085,0,0
6095,0,0
6106,0,0
6116,0,0
6126,0,1
6137,0,1
6148,0,1
6158,0,0
6168,0,0
6178,0,0
6189,0,1
6200,0,1
6210,0,1
6220,0,0
6231,0,0
6241,1,0
6251,1,0
6262,1,1
6273,1,1
6283,1,1
6293,1,0
6303,1,0
6313,1,0
6325,1,1
6335,1,1
6345,1,1
6355,1,1
6366,1,0
6376,1,0
6387,1,0
6397,1,1
6408,1,1
6418,1,1
6428,1,0
6438,0,0
6450,0,0
6460,0,1
6470,0,1
6480,0,1
6491,0,1
6501,0,0
6512,0,0
6522,0,0
6533,0,1
6543,0,1
6553,0,1
6563,0,0
6575,0,0
6585,0,0
6595,0,1
6605,0,1
6616,0,1
6626,0,1
6637,0,0
6647,0,0
6658,1,0
6668,1,1
6678,1,1
6688,1,1
6700,1,0
6710,1,0
6720,1,0
6730,1,0
6740,1,1
6751,1,1
6762,1,1
6772,1,0
6782,1,0
6793,1,0
6803,1,1
6813,1,1
6824,1,1
6835,1,1
6845,1,0
6855,1,0
6865,0,0
6876,0,1
6887,0,1
6897,0,1
6907,0,0
6918,0,0
6928,0,0
6938,0,1
6949,0,1
6960,0,1
6970,0,1
6980,0,0
6990,0,0
7001,0,0
7012,0,1
7022,0,1
7032,0,1
7043,0,0
7053,0,0
7063,1,0
7074,1,0
7085,1,1
7095,1,1
7105,1,1
7115,1,0
7126,1,0
7137,1,0
7147,1,1
7157,1,1
7168,1,1
7178,1,1
7188,1,0
7199,1,0
7209,1,0
7220,1,1
7230,1,1
7240,1,1
7250,1,0
7262,0,0
7272,0,0
7282,0,1
7292,0,1
7303,0,1
7313,0,1
7324,0,0
7334,0,0
7345,0,0
7355,0,1
7365,0,1
7375,0,1
7387,0,0
7397,0,0
7407,0,0
7417,0,0
7428,0,1
7438,0,1
7449,0,1
7459,0,0
7470,0,0
7480,1,0
7490,1,1
7500,1,1
7512,1,1
7522,1,1
7532,1,0
7542,1,0
7553,1,0
7563,1,1
7574,1,1
7584,1,1
7595,1,0
7605,1,0
7615,1,0
7625,1,0
7636,1,1
7647,1,1
7657,1,1
7667,1,0
7677,0,0
7688,0,0
7699,0,1
7709,0,1
7719,0,1
7730,0,1
7740,0,0
7750,0,0
7761,0,0
7772,0,1
7782,0,1
7792,0,1
7802,0,0
7813,0,0
7824,0,0
7834,0,0
7844,0,1
7855,0,1
7865,0,1
7875,0,0
7886,0,0
7897,1,0
7907,1,1
7917,1,1
7927,1,1
7938,1,1
7949,1,0
7959,1,0
7969,1,0
7980,1,1
7990,1,1
8000,1,1
8011,1,0
8022,1,0
8032,1,0
8042,1,0
8052,1,1
8062,1,1
8074,1,1
8084,1,0
8094,0,0
8104,0,0
8115,0,1
8125,0,1
8136,0,1
8146,0,1
8157,0,0
8167,0,0
8177,0,0
8187,0,1
8199,0,1
8209,0,1
8219,0,0
8229,0,0
8240,0,0
8250,0,0
8261,0,1
8271,0,1
8282,0,1
8292,0,0
8302,0,0
8312,1,0
8324,1,1
8334,1,1
8344,1,1
8354,1,1
8365,1,0
8375,1,0
8386,1,0
8396,1,1
8407,1,1
8417,1,1
8427,1,0
8437,1,0
8449,1,0
8459,1,0
8469,1,1
8479,1,1
8489,1,1
8500,1,0
8511,0,0
8521,0,0
8531,0,1
8542,0,1
8552,0,1
8562,0,1
8573,0,0
8584,0,0
8594,0,0
8604,0,1
8614,0,1
8625,0,1
8636,0,1
8646,0,0
8656,0,0
8667,0,0
8677,0,1
8687,0,1
8698,0,1
8709,0,0
8719,0,0
8729,1,0
8739,1,0
8750,1,1
8761,1,1
8771,1,1
8781,1,0
8792,1,0
8802,1,0
8812,1,1
8823,1,1
8834,1,1
8844,1,1
8854,1,0
8864,1,0
8875,1,0
8886,1,1
8896,1,1
8906,1,1
8916,1,1
8927,1,0
8937,1,0
8948,0,0
8958,0,1
8969,0,1
8979,0,1
8989,0,0
8999,0,0
9011,0,0
9021,0,0
9031,0,1
9041,0,1
9052,0,1
9062,0,0
9073,0,0
9083,0,0
9094,0,1
9104,0,1
9114,0,1
9124,0,1
9136,0,0
9146,0,0
9156,1,0
9166,1,1
9177,1,1
9187,1,1
9198,1,1
9208,1,0
9219,1,0
9229,1,0
9239,1,1
9249,1,1
9261,1,1
9271,1,0
9281,1,0
9291,1,0
9302,1,0
9312,1,1
9323,1,1
9333,1,1
9344,1,0
9354,0,0
9364,0,0
9374,0,0
9385,0,1
9396,0,1
9406,0,1
9416,0,0
9426,0,0
9437,0,0
9448,0,1
9458,0,1
9468,0,1
9479,0,1
9489,0,0
9499,0,0
9510,0,0
9521,0,1
9531,0,1
9541,0,1
9551,0,0
9562,0,0
9573,0,0
9583,1,0
9593,1,1
9604,1,1
9614,1,1
9624,1,0
9635,1,0
9646,1,0
9656,1,0
9666,1,1
9676,1,1
9687,1,1
9698,1,0
9708,1,0
9718,1,0
9729,1,1
9739,1,1
9749,1,1
9760,1,1
9771,1,0
9781,0,0
9791,0,0
9801,0,1
9811,0,1
9823,0,1
9833,0,1
9843,0,0
9853,0,0
9864,0,0
9874,0,1
9885,0,1
9895,0,1
9906,0,1
9916,0,0
9926,0,0
9936,0,0
9948,0,1
9958,0,1
9968,0,1
9978,0,0
9989,0,0
9999,1,0
10010,1,0
10020,1,1
10031,1,1
10041,1,1
10051,1,0
10062,1,0
10073,1,0
10083,1,0
10093,1,1
10103,1,1
10115,1,1
10125,1,0
10135,1,0
10145,1,0
10156,1,1
10167,1,1
10177,1,1
10187,1,1
10198,1,0
10209,1,0
10219,0,0
10229,0,1
10240,0,1
10250,0,1
10261,0,1
10271,0,0
10281,0,0
10292,0,0
10302,0,1
10313,0,1
10323,0,1
10334,0,0
10344,0,0
10355,0,0
10365,0,0
10376,0,1
10386,0,1
10396,0,1
10407,0,0
10418,0,0
10428,1,0
10438,1,0
10448,1,1
10460,1,1
10470,1,1
10480,1,0
10490,1,0
10502,1,0
10512,1,0
10522,1,1
10532,1,1
10543,1,1
10554,1,0
10564,1,0
10574,1,0
10585,1,1
10595,1,1
10606,1,1
10616,1,1
10627,1,0
10637,1,0
10647,0,0
10658,0,1
10669,0,1
10679,0,1
10689,0,1
10700,0,0
10711,0,0
10721,0,0
10731,0,1
10741,0,1
10753,0,1
10763,0,1
10773,0,0
10783,0,0
10793,0,0
10805,0,1
10815,0,1
10825,0,1
10835,0,0
10847,0,0
10857,0,0
10867,1,0
10877,1,1
10888,1,1
10899,1,1
10909,1,0
10919,1,0
10930,1,0
10940,1,0
10951,1,1
10961,1,1
10972,1,1
10982,1,0
10992,1,0
11003,1,0
11014,1,0
11024,1,1
11034,1,1
11045,1,1
11056,1,0
11066,0,0
11076,0,0
11086,0,0
11098,0,1
11108,0,1
11118,0,1
11128,0,0
11139,0,0
11150,0,0
11160,0,1
11170,0,1
11181,0,1
11192,0,1
11202,0,0
11212,0,0
11223,0,0
11233,0,1
11244,0,1
11254,0,1
11265,0,1
11275,0,0
11285,0,0
11296,1,0
11307,1,1
11317,1,1
11327,1,1
11337,1,1
11348,1,0
11359,1,0
11369,1,0
11379,1,1
11390,1,1
11401,1,1
11411,1,1
11421,1,0
11431,1,0
11443,1,0
11453,1,1
11463,1,1
11473,1,1
11484,1,1
11495,1,0
11505,1,0
11515,0,0
11526,0,1
11537,0,1
11547,0,1
11557,0,0
11568,0,0
11578,0,0
11589,0,0
11599,0,1
11610,0,1
11620,0,1
11630,0,0
11641,0,0
11652,0,0
11662,0,0
11672,0,1
11682,0,1
11694,0,1
11704,0,0
11714,0,0
11724,1,0
11736,1,0
11746,1,1
11756,1,1
11766,1,1
11777,1,0
11788,1,0
11798,1,0
11808,1,0
11819,1,1
11829,1,1
11840,1,1
11850,1,0
11860,1,0
11871,1,0
11882,1,0
11892,1,1
11902,1,1
11913,1,1
11923,1,0
11934,0,0
11944,0,0
11955,0,0
11965,0,1
11975,0,1
11986,0,1
11997,0,0
12007,0,0
12017,0,0
12028,0,0
12039,0,1
12049,0,1
12059,0,1
12069,0,0
12081,0,0
12091,0,0
12101,0,0
12111,0,1
12122,0,1
12133,0,1
12143,0,0
12153,0,0
12164,1,0
12175,1,0
12185,1,1
12195,1,1
12206,1,1
12216,1,0
12227,1,0
12237,1,0
12248,1,0
12258,1,1
12268,1,1
12279,1,1
12290,1,0
12300,1,0
12310,1,0
12320,1,0
12332,1,1
12342,1,1
12352,1,1
12362,1,0
12374,0,0
12384,0,0
12394,0,0
12404,0,1
12414,0,1
12426,0,1
12436,0,0
12446,0,0
12456,0,0
12467,0,0
12478,0,1
12488,0,1
12498,0,1
12509,0,0
12520,0,0
12530,0,0
12540,0,0
12551,0,1
12561,0,1
12572,0,1
12582,0,0
12593,0,0
12603,1,0
12613,1,0
12624,1,1
12635,1,1
12645,1,1
12655,1,0
12666,1,0
12677,1,0
12687,1,0
12697,1,1
12707,1,1
12719,1,1
12729,1,0
12739,1,0
12749,1,0
12760,1,0
12771,1,1
12781,1,1
12791,1,1
12802,1,0
12813,0,0
12823,0,0
12833,0,0
12844,0,1
12854,0,1
12865,0,1
12875,0,0
12886,0,0
12896,0,0
12906,0,0
12917,0,1
12928,0,1
12938,0,1
12948,0,0
12959,0,0
12969,0,0
12980,0,0
12990,0,1
13000,0,1
13011,0,1
13022,0,0
13032,0,0
13042,1,0
13052,1,0
13064,1,1
13074,1,1
13084,1,1
13094,1,0
13105,1,0
13116,1,0
13126,1,0
13136,1,1
13147,1,1
13158,1,1
13168,1,0
13178,1,0
13189,1,0
13199,1,0
13210,1,1
13220,1,1
13231,1,1
13241,1,0
13251,1,0
13262,1,0
13273,0,0
13283,0,1
13293,0,1
13303,0,1
13315,0,1
13325,0,0
13335,0,0
13345,0,0
13357,0,1
13367,0,1
13377,0,1
13387,0,1
13398,0,0
13409,0,0
13419,0,0
13429,0,1
13440,0,1
13450,0,1
13461,0,1
13471,0,0
13481,0,0
13492,1,0
13503,1,1
13513,1,1
13523,1,1
13534,1,1
13544,1,0
13555,1,0
13565,1,0
13576,1,1
13586,1,1
13596,1,1
13607,1,1
13618,1,0
13628,1,0
13638,1,0
13649,1,1
13660,1,1
13670,1,1
13680,1,1
13690,1,0
13702,0,0
13712,0,0
13722,0,0
13732,0,1
13743,0,1
13754,0,1
13764,0,0
13774,0,0
13785,0,0
13796,0,0
13806,0,1
13816,0,1
13827,0,1
13837,0,0
13848,0,0
13858,0,0
13869,0,0
13879,0,1
13889,0,1
13900,0,1
13911,0,0
13921,0,0
13931,0,0
13941,1,0
13953,1,1
13963,1,1
13973,1,1
13983,1,0
13995,1,0
14005,1,0
14015,1,0
14025,1,1
14035,1,1
14047,1,1
14057,1,1
14067,1,0
14077,1,0
14088,1,0
14099,1,1
14109,1,1
14119,1,1
14130,1,1
14141,1,0
14151,1,0
14161,0,0
14172,0,1
14182,0,1
14193,0,1
14203,0,1
14214,0,0
14224,0,0
14234,0,0
14245,0,1
14256,0,1
14266,0,1
14276,0,1
14286,0,0
14298,0,0
14308,0,0
14318,0,0
14328,0,1
14340,0,1
14350,0,1
14360,0,0
14370,0,0
14381,1,0
14392,1,0
14402,1,1
14412,1,1
14423,1,1
14433,1,0
14444,1,0
14454,1,0
14465,1,0
14475,1,1
14486,1,1
14496,1,1
14507,1,1
14517,1,0
14527,1,0
14538,1,0
14548,1,1
14559,1,1
14569,1,1
14579,1,1
14590,1,0
14601,1,0
14611,0,0
14621,0,1
14632,0,1
14643,0,1
14653,0,1
14663,0,0
14673,0,0
14685,0,0
14695,0,1
14705,0,1
14715,0,1
14726,0,1
14737,0,0
14747,0,0
14757,0,0
14768,0,0
14779,0,1
14789,0,1
14799,0,1
14810,0,0
14820,0,0
14831,0,0
14841,1,0
14852,1,1
14862,1,1
14872,1,1
14883,1,1
14894,1,0
14904,1,0
14914,1,0
14924,1,1
14936,1,1
14946,1,1
14956,1,1
14966,1,0
14978,1,0
14988,1,0
14998,1,1
15008,1,1
15019,1,1
15030,1,1
15040,1,0
15050,0,0
15060,0,0
15071,0,0
15082,0,1
15092,0,1
15102,0,1
15113,0,0
15124,0,0
15134,0,0
15144,0,0
15155,0,1
15165,0,1
15176,0,1
15186,0,0
15197,0,0
15207,0,0
15217,0,0
15228,0,1
15239,0,1
15249,0,1
15259,0,1
15270,0,0
15281,0,0
15291,1,0
15301,1,1
15311,1,1
15323,1,1
15333,1,1
15343,1,0
15353,1,0
15364,1,0
15375,1,0
15385,1,1
15395,1,1
15406,1,1
15417,1,0
15427,1,0
15437,1,0
15448,1,0
15458,1,1
15469,1,1
15479,1,1
15490,1,0
15500,1,0
15510,1,0
15521,0,0
15532,0,1
15542,0,1
15552,0,1
15562,0,1
15574,0,0
15584,0,0
15594,0,0
15604,0,1
15616,0,1
15626,0,1
15636,0,1
15646,0,0
15656,0,0
15668,0,0
15678,0,0
15688,0,1
15698,0,1
15709,0,1
15720,0,0
15730,0,0
15740,0,0
15751,1,0
15762,1,1
15772,1,1
15782,1,1
15793,1,1
15803,1,0
15814,1,0
15824,1,0
15835,1,1
15845,1,1
15855,1,1
15866,1,1
15877,1,0
15887,1,0
15897,1,0
15908,1,1
15919,1,1
15929,1,1
15939,1,1
15949,1,0
15961,0,0
15971,0,0
15981,0,0
15991,0,1
16002,0,1
16013,0,1
16023,0,0
16033,0,0
16044,0,0
16054,0,0
16065,0,1
16075,0,1
16086,0,1
16096,0,1
16107,0,0
16117,0,0
16128,0,0
16138,0,1
16148,0,1
16159,0,1
16169,0,1
16180,0,0
16190,0,0
16200,1,0
16211,1,0
16222,1,1
16232,1,1
16242,1,1
16253,1,0
16264,1,0
16274,1,0
16284,1,0
16294,1,1
16306,1,1
16316,1,1
16326,1,1
16336,1,0
16347,1,0
16358,1,0
16368,1,1
16378,1,1
16389,1,1
16400,1,1
16410,1,0
16420,0,0
16431,0,0
16441,0,0
16452,0,1
16462,0,1
16473,0,1
16483,0,0
16493,0,0
16504,0,0
16515,0,0
16525,0,1
16535,0,1
16545,0,1
16557,0,1
16567,0,0
16577,0,0
16587,0,0
16599,0,1
16609,0,1
16619,0,1
16629,0,1
16640,0,0
16651,0,0
16661,1,0
16671,1,0
16681,1,1
16692,1,1
16703,1,1
16713,1,1
16723,1,0
16734,1,0
16745,1,0
16755,1,1
16765,1,1
16776,1,1
16786,1,1
16797,1,0
16807,1,0
16818,1,0
16828,1,0
16838,1,1
16849,1,1
16860,1,1
16870,1,0
16880,1,0
16890,1,0
16902,0,0
16912,0,1
16922,0,1
16932,0,1
16944,0,1
16954,0,0
16964,0,0
16974,0,0
16985,0,1
16996,0,1
17006,0,1
17016,0,1
17027,0,0
17037,0,0
17048,0,0
17058,0,0
17069,0,1
17079,0,1
17090,0,1
17100,0,1
17111,0,0
17121,0,0
17131,1,0
17142,1,1
17153,1,1
17163,1,1
17173,1,1
17183,1,0
17195,1,0
17205,1,0
17215,1,0
17225,1,1
17236,1,1
17247,1,1
17257,1,0
17267,1,0
17277,1,0
17289,1,0
17299,1,1
17309,1,1
17319,1,1
17330,1,1
17341,1,0
17351,0,0
17361,0,0
17372,0,1
17382,0,1
17393,0,1
17403,0,1
17414,0,0
17424,0,0
17435,0,0
17445,0,0
17456,0,1
17466,0,1
17476,0,1
17487,0,1
17498,0,0
17508,0,0
17518,0,0
17528,0,1
17540,0,1
17550,0,1
17560,0,1
17570,0,0
17582,0,0
17592,1,0
17602,1,0
17612,1,1
17623,1,1
17634,1,1
17644,1,1
17654,1,0
17665,1,0
17675,1,0
17686,1,1
17696,1,1
17707,1,1
17717,1,1
17728,1,0
17738,1,0
17748,1,0
17759,1,0
17769,1,1
17780,1,1
17790,1,1
17801,1,1
17811,1,0
17821,1,0
17832,0,0
17843,0,1
17853,0,1
17863,0,1
17873,0,1
17885,0,0
17895,0,0
17905,0,0
17915,0,0
17927,0,1
17937,0,1
17947,0,1
17957,0,0
17968,0,0
17979,0,0
17989,0,0
17999,0,1
18010,0,1
18020,0,1
18031,0,1
18041,0,0
18052,0,0
18062,1,0
18073,1,0
18083,1,1
18094,1,1
18104,1,1
18114,1,0
18125,1,0
18136,1,0
18146,1,0
18156,1,1
18166,1,1
18178,1,1
18188,1,1
18198,1,0
18208,1,0
18220,1,0
18230,1,0
18240,1,1
18250,1,1
18260,1,1
18272,1,0
18282,1,0
18292,1,0
18302,0,0
18313,0,1
18324,0,1
18334,0,1
18344,0,1
18355,0,0
18366,0,0
18376,0,0
18386,0,0
18397,0,1
18407,0,1
18418,0,1
18428,0,0
18439,0,0
18449,0,0
18459,0,0
18470,0,1
18481,0,1
18491,0,1
18501,0,1
18511,0,0
18523,0,0
18533,1,0
18543,1,0
18553,1,1
18565,1,1
18575,1,1
18585,1,1
18595,1,0
18606,1,0
18617,1,0
18627,1,1
18637,1,1
18648,1,1
18658,1,1
18669,1,0
18679,1,0
18690,1,0
18700,1,0
18711,1,1
18721,1,1
18732,1,1
18742,1,1
18752,1,0
18763,1,0
18774,0,0
18784,0,1
18794,0,1
18804,0,1
18816,0,1
18826,0,0
18836,0,0
18846,0,0
18857,0,0
18868,0,1
18878,0,1
18888,0,1
18898,0,1
18910,0,0
18920,0,0
18930,0,0
18940,0,0
18951,0,1
18962,0,1
18972,0,1
18982,0,0
18993,0,0
19003,0,0
19014,1,0
19024,1,1
19035,1,1
19045,1,1
19056,1,1
19066,1,0
19077,1,0
19087,1,0
19097,1,0
19108,1,1
19119,1,1
19129,1,1
19139,1,1
19149,1,0
19161,1,0
19171,1,0
19181,1,1
19191,1,1
19203,1,1
19213,1,1
19223,1,0
19233,1,0
19244,0,0
19255,0,0
19265,0,1
19275,0,1
19286,0,1
19296,0,1
19307,0,0
19317,0,0
19328,0,0
19338,0,0
19349,0,1
19359,0,1
19369,0,1
19380,0,0
19390,0,0
19401,0,0
19411,0,0
19422,0,1
19432,0,1
19442,0,1
19453,0,1
19464,0,0
19474,0,0
19484,1,0
19494,1,0
19506,1,1
19516,1,1
19526,1,1
19536,1,1
19548,1,0
19558,1,0
19568,1,0
19578,1,1
19589,1,1
19600,1,1
19610,1,1
19620,1,0
19631,1,0
19641,1,0
19652,1,0
19662,1,1
19673,1,1
19683,1,1
19694,1,1
19704,1,0
19715,0,0
19725,0,0
19735,0,0
19746,0,1
19757,0,1
19767,0,1
19777,0,1
19787,0,0
19799,0,0
19809,0,0
19819,0,1
19829,0,1
19841,0,1
19851,0,1
19861,0,0
19871,0,0
19881,0,0
19893,0,0
19903,0,1
19913,0,1
19923,0,1
19934,0,1
19945,0,0
19955,0,0
19965,1,0
19976,1,0
19987,1,1
19997,1,1
20007,1,1
20018,1,1
20028,1,0
20039,1,0
20049,1,0
20060,1,1
20070,1,1
20080,1,1
20091,1,1
20102,1,0
20112,1,0
20122,1,0
20132,1,0
20144,1,1
20154,1,1
20164,1,1
20174,1,1
20186,1,0
20196,0,0
20206,0,0
20216,0,0
20227,0,1
20238,0,1
20248,0,1
20258,0,1
20269,0,0
20279,0,0
20290,0,0
20300,0,1
20311,0,1
20321,0,1
20332,0,1
20342,0,0
20353,0,0
20363,0,0
20373,0,0
20384,0,1
20395,0,1
20405,0,1
20415,0,1
20425,0,0
20436,0,0
20447,1,0
20457,1,0
20467,1,1
20478,1,1
20489,1,1
20499,1,1
20509,1,0
20519,1,0
20531,1,0
20541,1,0
20551,1,1
20561,1,1
20572,1,1
20583,1,1
20593,1,0
20603,1,0
20614,1,0
20624,1,1
20635,1,1
20645,1,1
20656,1,1
20666,1,0
20677,1,0
20687,1,0
20698,0,0
20708,0,1
20718,0,1
20729,0,1
20740,0,1
20750,0,0
20760,0,0
20770,0,0
20782,0,0
20792,0,1
20802,0,1
20812,0,1
20824,0,1
20834,0,0
20844,0,0
20854,0,0
20865,0,0
20876,0,1
20886,0,1
20896,0,1
20907,0,0
20917,0,0
20928,0,0
20938,1,0
