Time(ms),HallSensor,PhotoSensor
7115,0,0
7126,0,0
7137,0,0
7147,0,0
7157,0,0
7168,0,0
7178,0,0
7188,0,0
7199,0,0
7209,0,0
7220,0,0
7230,0,0
7240,0,0
7250,0,0
7262,0,0
7272,0,0
7282,0,0
7292,0,0
7303,0,0
7313,0,0
7324,0,0
7334,0,0
7345,0,0
7355,0,0
7365,0,0
7375,0,0
7387,0,0
7397,0,0
7407,0,0
7417,0,0
7428,0,0
7438,0,0
7449,0,0
7459,0,0
7470,0,0
7480,0,0
7490,0,0
7500,0,0
7512,0,0
7522,0,0
7532,0,0
7542,0,0
7553,0,0
7563,0,0
7574,0,0
7584,0,0
7595,0,0
7605,0,0
7615,0,0
7625,0,0
7636,0,0
7647,0,0
7657,0,0
7667,0,0
7677,0,0
7688,0,0
7699,0,0
7709,0,0
7719,0,0
7730,0,0
7740,0,0
7750,0,0
7761,0,0
7772,0,0
7782,0,0
7792,0,0
7802,0,0
7813,0,0
7824,0,0
7834,0,0
7844,0,0
7855,0,0
7865,0,0
7875,0,0
7886,0,0
7897,0,0
7907,0,0
7917,0,0
7927,0,0
7938,0,0
7949,0,0
7959,0,0
7969,0,0
7980,0,0
7990,0,0
8000,0,0
8011,0,0
8022,0,0
8032,0,0
8042,0,0
8052,0,0
8062,0,0
8074,0,0
8084,0,0
8094,0,0
8104,0,0
8115,0,0
8125,0,0
8136,0,0
8146,0,0
8157,0,0
8167,0,0
8177,0,0
8187,0,0
8199,0,0
8209,0,0
8219,0,0
8229,0,0
8240,0,0
8250,0,0
8261,0,0
8271,0,0
8282,0,0
8292,0,0
8302,0,0
8312,0,0
8324,0,0
8334,0,0
8344,0,0
8354,0,0
8365,0,0
8375,0,0
8386,0,0
8396,0,0
8407,0,0
8417,0,0
8427,0,0
8437,0,0
8449,0,0
8459,0,0
8469,0,0
8479,0,0
8489,0,0
8500,0,0
8511,0,0
8521,0,0
8531,0,0
8542,0,0
8552,0,0
8562,0,0
8573,0,0
8584,0,0
8594,0,0
8604,0,0
8614,0,0
8625,0,0
8636,0,0
8646,0,0
8656,0,0
8667,0,0
8677,0,0
8687,0,0
8698,0,0
8709,0,0
8719,0,0
8729,0,0
8739,0,0
8750,0,0
8761,0,0
8771,0,0
8781,0,0
8792,0,0
8802,0,0
8812,0,0
8823,0,0
8834,0,0
8844,0,0
8854,0,0
8864,0,0
8875,0,0
8886,0,0
8896,0,0
8906,0,0
8916,0,0
8927,0,0
8937,0,0
8948,0,0
8958,0,0
8969,0,0
8979,0,0
8989,0,0
8999,0,0
9011,0,0
9021,0,0
9031,0,0
9041,0,0
9052,0,0
9062,0,0
9073,0,0
9083,0,0
9094,0,0
9104,0,0
9114,0,0
9124,0,0
9136,0,0
9146,0,0
9156,0,0
9166,0,0
9177,0,0
9187,0,0
9198,0,0
9208,0,0
9219,0,0
9229,0,0
9239,0,0
9249,0,0
9261,0,0
9271,0,0
9281,0,0
9291,0,0
9302,0,0
9312,0,0
9323,0,0
9333,0,0
9344,0,0
9354,0,0
9364,0,0
9374,0,0
9385,0,0
9396,0,0
9406,0,0
9416,0,0
9426,0,0
9437,0,0
9448,0,0
9458,0,0
9468,0,0
9479,0,0
9489,0,0
9499,0,0
9510,0,0
9521,0,0
9531,0,0
9541,0,0
9551,0,0
9562,0,0
9573,0,0
9583,0,0
9593,0,0
9604,0,0
9614,0,0
9624,0,0
9635,0,0
9646,0,0
9656,0,0
9666,0,0
9676,0,0
9687,0,0
9698,0,0
9708,0,0
9718,0,0
9729,0,0
9739,0,0
9749,0,0
9760,0,0
9771,0,0
9781,0,0
9791,0,0
9801,0,0
9811,0,0
9823,0,0
9833,0,0
9843,0,0
9853,0,0
9864,0,0
9875,0,0
9885,0,0
9895,0,0
9906,0,0
9916,0,0
9926,0,0
9937,0,0
9948,0,0
9958,0,0
9968,0,0
9978,0,0
9989,0,0
10000,0,0
10010,0,0
10020,0,0
10031,0,0
10041,0,0
10052,0,0
10062,0,0
10073,0,0
10083,0,0
10093,0,0
10104,0,0
10115,0,0
10125,0,0
10135,0,0
10145,0,0
10157,0,0
10167,0,0
10177,0,0
10187,0,0
10199,0,0
10209,0,0
10219,0,0
10229,0,0
10240,0,0
10251,0,0
10261,0,0
10271,0,0
10281,0,0
10292,0,0
10303,0,0
10313,0,0
10323,0,0
10334,0,0
10345,0,0
10355,0,0
10365,0,0
10376,0,0
10386,0,0
10397,0,0
10407,0,0
10418,0,0
10428,0,0
10438,0,0
10449,0,0
10460,0,0
10470,0,0
10480,0,0
10491,0,0
10502,0,0
10512,0,0
10522,0,0
10532,0,0
10544,0,1
10554,0,1
10564,0,1
10574,0,1
10585,0,1
10596,0,1
10606,0,1
10616,0,1
10627,0,1
10638,0,1
10648,0,1
10658,0,1
10669,0,1
10679,0,1
10690,0,1
10700,0,1
10711,0,1
10721,0,1
10731,0,1
10742,0,1
10753,0,1
10763,0,1
10773,0,1
10783,0,1
10795,0,1
10805,0,1
10815,0,1
10825,0,1
10836,0,1
10847,0,1
10857,0,1
10867,0,1
10877,0,1
10889,0,1
10899,0,1
10909,0,1
10919,0,1
10930,0,1
10941,0,1
10951,0,1
10961,0,1
10972,0,1
10983,0,1
10993,0,1
11003,0,1
11014,0,1
11024,0,1
11035,0,1
11045,0,1
11056,0,1
11066,0,1
11076,0,1
11087,0,1
11098,0,1
11108,0,1
11118,0,1
11129,0,1
11140,0,1
11150,0,1
11160,0,1
11170,0,1
11182,0,1
11192,0,1
11202,0,1
11212,0,1
11223,0,1
11234,0,1
11244,0,1
11254,0,1
11265,0,1
11275,0,1
11286,0,1
11296,0,1
11307,0,1
11317,0,1
11328,0,1
11338,0,1
11348,0,1
11359,0,1
11369,0,1
11380,0,1
11390,0,1
11401,0,0
11411,0,0
11421,0,0
11432,0,0
Time(ms),HallSensor,PhotoSensor
0,0,1
10,0,1
20,0,0
30,0,0
40,1,0
51,1,1
62,1,1
72,1,1
82,1,1
93,1,0
103,1,0
113,1,0
123,1,1
134,1,1
144,1,1
154,1,0
165,1,0
176,1,0
186,1,1
196,1,1
206,1,1
217,1,1
227,1,0
237,1,0
248,0,0
259,0,1
269,0,1
279,0,1
289,0,0
300,0,0
310,0,0
320,0,1
330,0,1
342,0,1
352,0,1
362,0,0
372,0,0
382,0,0
393,0,1
403,0,1
413,0,1
424,0,0
435,0,0
445,1,0
455,1,1
465,1,1
476,1,1
486,1,1
496,1,0
507,1,0
518,1,0
528,1,1
538,1,1
548,1,1
559,1,0
569,1,0
579,1,0
589,1,0
601,1,1
611,1,1
621,1,1
631,1,0
642,1,0
652,0,0
662,0,1
672,0,1
684,0,1
694,0,0
704,0,0
714,0,0
724,0,0
735,0,1
745,0,1
755,0,1
766,0,0
777,0,0
787,0,0
797,0,1
807,0,1
818,0,1
828,0,1
838,0,0
849,0,0
860,1,0
870,1,1
880,1,1
890,1,1
901,1,0
911,1,0
921,1,0
931,1,1
943,1,1
953,1,1
963,1,1
973,1,0
984,1,0
994,1,0
1004,1,1
1014,1,1
1026,1,1
1036,1,0
1046,0,0
1056,0,0
1067,0,0
1077,0,1
1088,0,1
1098,0,1
1108,0,0
1119,0,0
1129,0,0
1139,0,1
1150,0,1
1161,0,1
1171,0,0
1181,0,0
1191,0,0
1202,0,0
1213,0,1
1223,0,1
1233,0,1
1244,0,0
1254,0,0
1265,1,0
1275,1,1
1286,1,1
1296,1,1
1306,1,0
1316,1,0
1328,1,0
1338,1,0
1348,1,1
1358,1,1
1369,1,1
1379,1,0
1389,1,0
1400,1,0
1411,1,1
1421,1,1
1431,1,1
1441,1,1
1452,1,0
1463,1,0
1473,0,0
1483,0,1
1494,0,1
1504,0,1
1515,0,0
1525,0,0
1536,0,0
1546,0,0
1556,0,1
1566,0,1
1576,0,1
1588,0,0
1598,0,0
1608,0,0
1618,0,1
1629,0,1
1639,0,1
1650,0,0
1660,0,0
1671,1,0
1681,1,0
1691,1,1
1701,1,1
1713,1,1
1723,1,0
1733,1,0
1743,1,0
1754,1,1
1764,1,1
1775,1,1
1785,1,1
1796,1,0
1806,1,0
1816,1,0
1826,1,1
1838,1,1
1848,1,1
1858,1,0
1868,0,0
1879,0,0
1890,0,0
1900,0,1
1910,0,1
1921,0,1
1931,0,0
1941,0,0
1952,0,0
1963,0,1
1973,0,1
1983,0,1
1993,0,0
2003,0,0
2015,0,0
2025,0,0
2035,0,1
2045,0,1
2056,0,1
2066,0,0
2077,0,0
2087,1,0
2098,1,1
2108,1,1
2118,1,1
2128,1,1
2140,1,0
2150,1,0
2160,1,0
2170,1,1
2181,1,1
2191,1,1
2202,1,0
2212,1,0
2223,1,0
2233,1,0
2243,1,1
2253,1,1
2265,1,1
2275,1,0
2285,0,0
2295,0,0
2306,0,1
2316,0,1
2327,0,1
2337,0,1
2348,0,0
2358,0,0
2368,0,0
2378,0,1
2390,0,1
2400,0,1
2410,0,0
2420,0,0
2430,0,0
2441,0,0
2452,0,1
2462,0,1
2472,0,1
2483,0,0
2493,0,0
2503,1,0
2514,1,1
2525,1,1
2535,1,1
2545,1,1
2555,1,0
2566,1,0
2576,1,0
2587,1,1
2597,1,1
2608,1,1
2618,1,0
2628,1,0
2638,1,0
2650,1,0
2660,1,1
2670,1,1
2680,1,1
2691,1,0
2702,0,0
2712,0,0
2722,0,1
2733,0,1
2743,0,1
2753,0,1
2764,0,0
2775,0,0
2785,0,0
2795,0,1
2805,0,1
2816,0,1
2827,0,0
2837,0,0
2847,0,0
2857,0,0
2868,0,1
2878,0,1
2889,0,1
2899,0,0
2910,0,0
2920,1,0
2930,1,1
2940,1,1
2952,1,1
2962,1,1
2972,1,0
2982,1,0
2993,1,0
3003,1,1
3014,1,1
3024,1,1
3035,1,0
3045,1,0
3055,1,0
3065,1,0
3077,1,1
3087,1,1
3097,1,1
3107,1,0
3118,0,0
3128,0,0
3139,0,1
3149,0,1
3160,0,1
3170,0,1
3180,0,0
3190,0,0
3202,0,0
3212,0,1
3222,0,1
3232,0,1
3243,0,1
3253,0,0
3264,0,0
3274,0,0
3284,0,1
3295,0,1
3305,0,1
3315,0,0
3326,0,0
3337,1,0
3347,1,0
3357,1,1
3367,1,1
3378,1,1
3389,1,0
3399,1,0
3409,1,0
3420,1,1
3430,1,1
3440,1,1
3451,1,1
3462,1,0
3472,1,0
3482,1,0
3492,1,1
3503,1,1
3514,1,1
3524,1,1
3534,1,0
3545,1,0
3555,0,0
3565,0,1
3576,0,1
3587,0,1
3597,0,0
3607,0,0
3617,0,0
3628,0,0
3639,0,1
3649,0,1
3659,0,1
3670,0,0
3680,0,0
3690,0,0
3701,0,1
3712,0,1
3722,0,1
3732,0,1
3742,0,0
3752,0,0
3764,1,0
3774,1,1
3784,1,1
3794,1,1
3805,1,0
3815,1,0
3826,1,0
3836,1,0
3847,1,1
3857,1,1
3867,1,1
3877,1,0
3889,1,0
3899,1,0
3909,1,0
3919,1,1
3930,1,1
3940,1,1
3951,1,0
3961,0,0
3972,0,0
3982,0,1
3992,0,1
4002,0,1
4014,0,1
4024,0,0
4034,0,0
4044,0,0
4055,0,1
4065,0,1
4076,0,1
4086,0,1
4097,0,0
4107,0,0
4117,0,0
4127,0,1
4139,0,1
4149,0,1
4159,0,0
4169,0,0
4179,1,0
4190,1,0
4201,1,1
4211,1,1
4221,1,1
4232,1,0
4242,1,0
4252,1,0
4263,1,0
4274,1,1
4284,1,1
4294,1,1
4304,1,0
4315,1,0
4326,1,0
4336,1,1
4346,1,1
4357,1,1
4367,1,1
4377,1,0
4388,1,0
4399,0,0
4409,0,1
4419,0,1
4429,0,1
4440,0,1
4451,0,0
4461,0,0
4471,0,0
4482,0,1
4492,0,1
4502,0,1
4513,0,0
4524,0,0
4534,0,0
4544,0,0
4554,0,1
4564,0,1
4576,0,1
4586,0,0
4596,0,0
4606,1,0
4617,1,0
4627,1,1
4638,1,1
4648,1,1
4659,1,0
4669,1,0
4679,1,0
4689,1,1
4701,1,1
4711,1,1
4721,1,1
4731,1,0
4742,1,0
4752,1,0
4763,1,1
4773,1,1
4784,1,1
4794,1,1
4804,1,0
4814,1,0
4826,0,0
4836,0,1
4846,0,1
4856,0,1
4867,0,1
4877,0,0
4888,0,0
4898,0,0
4909,0,1
4919,0,1
4929,0,1
4939,0,0
4951,0,0
4961,0,0
4971,0,0
4981,0,1
4992,0,1
5002,0,1
5013,0,0
5023,0,0
5033,1,0
5044,1,0
5054,1,1
5064,1,1
5075,1,1
5086,1,0
5096,1,0
5106,1,0
5116,1,1
5127,1,1
5138,1,1
5148,1,1
5158,1,0
5169,1,0
5179,1,0
5189,1,1
5200,1,1
5211,1,1
5221,1,1
5231,1,0
5241,1,0
5252,0,0
5263,0,1
5273,0,1
5283,0,1
5294,0,1
5304,0,0
5314,0,0
5325,0,0
5336,0,1
5346,0,1
5356,0,1
5366,0,1
5377,0,0
5388,0,0
5398,0,0
5408,0,1
5419,0,1
5429,0,1
5439,0,0
5450,0,0
5460,0,0
5471,1,0
5481,1,1
5491,1,1
5501,1,1
5513,1,0
5523,1,0
5533,1,0
5543,1,0
5554,1,1
5564,1,1
5575,1,1
5585,1,0
5596,1,0
5606,1,0
5616,1,0
5626,1,1
5638,1,1
5648,1,1
5658,1,0
5668,0,0
5679,0,0
5689,0,0
5700,0,1
5710,0,1
5721,0,1
5731,0,0
5741,0,0
5751,0,0
5763,0,1
5773,0,1
5783,0,1
5793,0,1
5804,0,0
5814,0,0
5825,0,0
5835,0,1
5846,0,1
5856,0,1
5866,0,1
5876,0,0
5888,0,0
5898,1,0
5908,1,1
5918,1,1
5928,1,1
5939,1,1
5950,1,0
5960,1,0
5970,1,0
5981,1,1
5991,1,1
6001,1,1
6012,1,1
6023,1,0
6033,1,0
6043,1,0
6053,1,1
6064,1,1
6075,1,1
6085,1,1
6095,1,0
6106,1,0
6116,0,0
6126,0,1
6137,0,1
6148,0,1
6158,0,1
6168,0,0
6178,0,0
6189,0,0
6200,0,1
6210,0,1
6220,0,1
6231,0,1
6241,0,0
6251,0,0
6262,0,0
6273,0,1
6283,0,1
6293,0,1
6303,0,0
6313,0,0
6325,0,0
6335,1,0
6345,1,1
6355,1,1
6366,1,1
6376,1,0
6387,1,0
6397,1,0
6408,1,0
6418,1,1
6428,1,1
6438,1,1
6450,1,0
6460,1,0
6470,1,0
6480,1,0
6491,1,1
6501,1,1
6512,1,1
6522,1,0
6533,1,0
6543,0,0
6553,0,0
6563,0,1
6575,0,1
6585,0,1
6595,0,0
6605,0,0
6616,0,0
6626,0,0
6637,0,1
6647,0,1
6658,0,1
6668,0,0
6678,0,0
6688,0,0
6700,0,0
6710,0,1
6720,0,1
6730,0,1
6740,0,0
6751,0,0
6762,1,0
6772,1,0
6782,1,1
6793,1,1
6803,1,1
6813,1,0
6824,1,0
6835,1,0
6845,1,0
6855,1,1
6865,1,1
6876,1,1
6887,1,0
6897,1,0
6907,1,0
6918,1,0
6928,1,1
6938,1,1
6949,1,1
6960,1,0
6970,1,0
6980,0,0
6990,0,0
7001,0,1
7012,0,1
7022,0,1
7032,0,0
7043,0,0
7053,0,0
7063,0,0
7074,0,1
7085,0,1
7095,0,1
7105,0,0
7115,0,0
7126,0,0
7137,0,0
7147,0,1
7157,0,1
7168,0,1
7178,0,0
7188,0,0
7199,0,0
7209,1,0
7220,1,1
7230,1,1
7240,1,1
7250,1,0
7262,1,0
7272,1,0
7282,1,0
7292,1,1
7303,1,1
7313,1,1
7324,1,0
7334,1,0
7345,1,0
7355,1,0
7365,1,1
7375,1,1
7387,1,1
7397,1,0
7407,1,0
7417,1,0
7428,0,0
7438,0,1
7449,0,1
7459,0,1
7470,0,1
7480,0,0
7490,0,0
7500,0,0
7512,0,1
7522,0,1
7532,0,1
7542,0,1
7553,0,0
7563,0,0
7574,0,0
7584,0,1
7595,0,1
7605,0,1
7615,0,1
7625,0,0
7636,0,0
7647,1,0
7657,1,1
7667,1,1
7677,1,1
7688,1,1
7699,1,0
7709,1,0
7719,1,0
7730,1,1
7740,1,1
7750,1,1
7761,1,1
7772,1,0
7782,1,0
7792,1,0
7802,1,1
7813,1,1
7824,1,1
7834,1,1
7844,1,0
7855,1,0
7865,0,0
7875,0,1
7886,0,1
7897,0,1
7907,0,1
7917,0,0
7927,0,0
7938,0,0
7949,0,1
7959,0,1
7969,0,1
7980,0,1
7990,0,0
8000,0,0
8011,0,0
8022,0,1
8032,0,1
8042,0,1
8052,0,1
8062,0,0
8074,0,0
8084,1,0
8094,1,0
8104,1,1
8115,1,1
8125,1,1
8136,1,0
8146,1,0
8157,1,0
8167,1,0
8177,1,1
8187,1,1
8199,1,1
8209,1,0
8219,1,0
8229,1,0
8240,1,0
8250,1,1
8261,1,1
8271,1,1
8282,1,0
8292,1,0
8302,1,0
8312,0,0
8324,0,1
8334,0,1
8344,0,1
8354,0,1
8365,0,0
8375,0,0
8386,0,0
8396,0,1
8407,0,1
8417,0,1
8427,0,1
8437,0,0
8449,0,0
8459,0,0
8469,0,1
8479,0,1
8489,0,1
8500,0,1
8511,0,0
8521,0,0
8531,1,0
8542,1,1
8552,1,1
8562,1,1
8573,1,1
8584,1,0
8594,1,0
8604,1,0
8614,1,1
8625,1,1
8636,1,1
8646,1,1
8656,1,0
8667,1,0
8677,1,0
8687,1,0
8698,1,1
8709,1,1
8719,1,1
8729,1,0
8739,1,0
8750,0,0
8761,0,0
8771,0,1
8781,0,1
8792,0,1
8802,0,0
8812,0,0
8823,0,0
8834,0,0
8844,0,1
8854,0,1
8864,0,1
8875,0,1
8886,0,0
8896,0,0
8906,0,0
8916,0,1
8927,0,1
8937,0,1
8948,0,1
8958,0,0
8969,0,0
8979,1,0
8989,1,1
8999,1,1
9011,1,1
9021,1,1
9031,1,0
9041,1,0
9052,1,0
9062,1,1
9073,1,1
9083,1,1
9094,1,1
9104,1,0
9114,1,0
9124,1,0
9136,1,0
9146,1,1
9156,1,1
9166,1,1
9177,1,0
9187,1,0
9198,0,0
9208,0,0
9219,0,1
9229,0,1
9239,0,1
9249,0,0
9261,0,0
9271,0,0
9281,0,0
9291,0,1
9302,0,1
9312,0,1
9323,0,1
9333,0,0
9344,0,0
9354,0,0
9364,0,1
9374,0,1
9385,0,1
9396,0,1
9406,0,0
9416,0,0
9426,1,0
9437,1,1
9448,1,1
9458,1,1
9468,1,1
9479,1,0
9489,1,0
9499,1,0
9510,1,0
9521,1,1
9531,1,1
9541,1,1
9551,1,0
9562,1,0
